name,datetiem,text,rate
表姐电影,2018-07-21,我觉得这并不是一个很绝望很沮丧的电影，反而充满了希望和力量。非常喜欢电影的结尾，他们去满洲里的大巴车停在荒野之中，四周群山寂寥，没有星星，只有车灯打出一道光。突然，不知道在何处，席地而坐放弃挣扎的大象，发出几声震耳的嘶鸣，这种力量，可以划破黑夜。7.21 FIRST电影节,推荐
二月鸟语,2018-07-21,那头大象为什么坐在那里一动不动，因为它早已放弃了抵抗、放弃了挣扎、放弃了为自由而冲破笼子，它已经接受了发生在自己身上的一切。而片中的人物为何都争着想去看看那头大象，他们是想去看自己么？并不是，他们甚至都不知道那头大象是否真的存在。荒诞的人生并不是因为这个世界的荒诞，而是有了人类。,推荐
不脱袜子同学,2018-02-27,感受到导演对成人世界的厌恶和对前路的悲观。片中的成年人几乎都是负面形象，恶心的母亲，失败的父亲，油腻猥琐的副主任，自私的女儿和懦弱的女婿……是很用心拍摄的作品，但是客观来说很多地方确实可以删减，包括最后1小时都可以做大幅度的减法。真的很惋惜，艺术应该赋予新生命而不是终止。,推荐
DS,2018-08-02,"1.尽快和这个世界和解，别拧巴，把时间用在增加自己的能力上。否则导演的悲剧永不绝。太多地方和行业都是在凭真功夫生存，别妄想偷奸取巧
2.反面教材电影，论“如何拍砸一部电影——滥用长镜头”
3.可怕的是电影如此贪念不自知。表达的东西？真以为别人是傻瓜看不出来要表达的肤浅的东西？冲着空气骂这个世界多混蛋，这种笑掉大牙的表达？关于混乱，这种非理性已经是病，要看医生、要注意。
这些提醒不是刺耳，而是说的太少，听进去的更少",很差
何小沁,2018-02-19,四个人终究在坐着的大象身上求得了解脱，可惜在比电影更残酷的现实世界里，胡波却没有。影片摒弃了一切主流，工业，取悦的表达，在作者第一部也是唯一一部长片作品里，进行了一次极端，彻底，自我的释放。尽管外表粗糙，戏剧结构、场面调度、演员掌控都颇为出色。//FIRST二刷补充：后期补完后观感提升很多，不再因为技术瑕疵偶尔出戏，没有一分钟多余。一刷看故事，二刷看视听语言，胡波力求每场戏一镜到底，剥离出主体，配角都是失焦的，但画外音画表现空间又很丰富。章宇和彭昱畅太好。其实几个主人公都在问为什么，人怎样看待自己的痛苦处境，到底什么因造就了什么果。坐着的大象真的很有看头吗？出路到底在哪里？可惜胡波也无法作答。结尾黑夜里那束天堂一样的光、基督赞美诗，大概就是无解之解吧。这是一场梦，谢谢你，胡波,力荐
何倩彤,2018-03-24,世界沒有那麼邪惡，甚至比破爛垃圾更平庸。死胡同也或者是言過其實了，只有風從漫無目的的空礦刮過來，吹得人頭昏腦脹。,2018-03-24 18:45:16
碗三儿,2018-02-17,"几个很喜欢的地方:1. 每段主人公行走时摄影机跟着主人公背影的长镜头，还有花伦的配乐，彷徨失措之感淋漓尽致。2. 最后一幕车灯照在夜路，踢毽子群象似真似幻。有些像贝拉塔尔，尤其是""大象""这个意象令人不禁想到《鲸鱼马戏团》。有些镜头大量的留白让人闷得喘不上气，但有些镜头确实多余。",还行
IllusoryPrint,2018-08-07,我没有资格去评论胡波的死，就作品本身而言，这是对贝拉塔儿的拙劣模仿，弄成一股气死沉沉的青春伤痛文学气息，不如再刷一次《鲸鱼马戏团》。,较差
不良生,2018-08-03,你听过人类这种丑恶的东西吗，所以他们才要编造一个大象的故事；你见过人间这个丑陋的地方吗，所以胡波才要消失变成一只大象；你经历过人生这件丑诞的事情吗，所以孤独的人才都要去满州里看那头动物园的大象。可是火车都开走了，我们发现自己还被留在原地。,力荐
Muto,2018-08-01,非常遗憾胡波的第一部也是最后一部长片要是能短一些会取得更好的效果。这个用时间努力书写存在感的故事暴露出年轻人普遍迷茫的状态。然而作为时间性存在的人毕竟不是静坐的梦象，倘若他在拍摄这部作品前彻底想通这个关于“我是谁”的问题，即便没有《大象席地而坐》这部最终要靠死磕获得“胜利”的作品也同样是一场胜利。,较差
徐若风,2018-09-22,"4.5 如果粗暴地想象，可以把脱胎换骨的彭昱畅看作胡波的“代言人”，去见“看不见的大象”。
彻底寒凉的绝望中不时泛着矫作的愤怒，惊艳绝伦的镜头调度与叙事上的才华被一股子“社会即暴力”般麻木的笃定拖着向前走，没有尽头也不见后路。
但是，哪怕“生”没有意义，寻找意义的路径也不该被封堵、丢弃。活着不是一个关于撑不撑得下去的幻觉，它也不会在哪个时刻或不同的地方就会变得有多不一样——即便是痛苦，也只能被“生”所感受到。哪怕是陷入绝境的人，出路也永远会有的。自由赋予处境意义，而非处境决定人的选择。
不要让自我被这个社会的暴力所埋葬。能活住这样一个念头，便足够了。",力荐
赛珞璐,2018-01-28,17年最喜欢的国产电影，看完用了好几天才缓过来。,力荐
豆瓣浅度用户,2018-02-21,调度棒，表演好，对白赞，导演的镜头感真是没得说。时长还是太长，但瑕不掩瑜，再剪掉一小时就完美了。《小寡妇》发生在承德，《大象》发生在石家庄，包围北京的河北省有一种这么近那么远的陌生感。,推荐
灰不溜秋,2018-02-18,“看看你的周围，不要再假装中产阶级了。”（还是有点太长了）,推荐
有趣,2018-08-01,值得为电影献身，但不值得为这部电影。,还行
name,datetiem,text,rate
LEONDADADA,2018-08-09,一星给电影和导演狭隘的人生观，一星给可惜了的生命。再活二十年，也许你会发现生活并不是这样狭窄，也并不是只有黑、白和愤怒。可惜。,较差
战将波舰金,2018-02-21,一条路上走的太远,还行
小楼吹彻钰笙寒,2018-11-18,二倍速看完，感觉时间还是被浪费了。这部电影才是真正的怼天怼地怼出奇迹，竟然能拿奖。说实话，除了部分长镜头设计还行、配乐不错，真看不出哪里好。看了下评高分的热门短评和长评，大多都是说很丧以及表露对死者的敬意。我的豆友给分都是三星及以上，而我只想给两星。最有趣的是有的说丧得假，有的说丧得真实，看来大家对丧都很主观。专说电影吧，凭良心说，这部电影真的好嘛？首先，剪辑让人尴尬，很多转场都非常生硬。有些长镜头没必要，简直就是在拖节奏。以及，狭隘的价值观，把生活中最操 蛋的事情集合到一起，骂一通发泄，到底多丧（我觉得这不是丧，这是戾气）拿不准，台词真是迷之无奈。人物类型化，没有区别，都是同一类人，都是导演的化身。看完后，我将评低分的评论点了赞。分数虚高，希望未来等风头过了，有人能理智地评论这部电影。,较差
刘小黛,2018-07-21,每个人都在求索新的希冀去逃避现实，然而当下的状态依旧无处安放。生活就是一堆垃圾，清理了一块，还有新的垃圾出来。它放大揭露了心底最灰暗的部分，大象嘶鸣，他没有和世界对抗，挣扎中还是向往光明。韦布说“我可能是最后一个看透你是个烂人的人。”也许胡波也是最后一个看透这个糟糕世界的人吧。,力荐
有寂,2018-08-04,“你以为别人是傻逼看不出来你想要表达的肤浅的东西？,较差
本地有机斐济猫,2018-09-14,让我找回了看早期伊纳里图的那种感觉，另外也没有见过这么偏爱后摇的配乐，后半部的风格很像mono 。不过最让我感动的是这个作品说出了一个实情：青春其实是很绝望的，随便一次失恋，一次考试挫败，一次违纪都会让你觉得走投无路，因为那个时候你觉得世界应该是完美的。,力荐
焚紙樓,2018-11-17,2.5星。對生活中的一切都急著想找到解釋，就是還不夠了解生活，即使是偽藏在老者敦敦的對白中也一樣。,较差
烤芬,2018-02-17,“世界是一片荒原。我很感动。”一天时间，四个人物，四个家庭，三条人命，一条狗命。象的席地而坐乍看是消极意志，其实某种意义上也是积极作为。膀胱觉得长但脑子并没有，镜头很长但眼睛并不累，尽管有明显未完成的痕迹，尤其是音效，有些台词也有点不像中文，但总体是相当无痛甚至有些舒服的四小时。,还行
kakakarl,2018-08-02,"可现实中的满洲里没有大象，现实中的人没有办法去满洲里看大象。
生活的困局，去看大象也不能解决。
#高三那年我准备离家出走，我跟所有人说我要去新疆，但是我离家出走会去西南，我要去凯里，那时还没有“凯里布鲁斯”，但是我就是想去凯里。
跟电影里去找大象的人一样。
但是我最终都没有离家出走，到现在也没有去过凯里。",推荐
兰蒂斯,2018-08-02,这么看王小帅批评的完全正确，艺术应该是克制的，而不是作为导演个人宣泄愤世情绪的工具。,较差
btr,2018-03-26,#HKIFF# 四小时版。冷淡沉默（也掺杂了几个以喊叫表现情感浓度的段落）老年版达内兄弟附身电音慢速『能面』青春公路电影。,较差
哲賦涵析（手襲,2018-11-20,无病呻吟+群体的皇帝新衣式膜拜促成了这么个评分吧…呵呵 一个意志力不坚定的人死了，让一大帮loser找到了共鸣而已～,很差
Lucius Fabius,2018-07-14,"很漠然而绝望的镜头颜色和镜头语言，依旧是模糊着浪漫主义着反映了现实的一角和胡导的内心问题。
踢毽子，就是结尾，又是一个类似的含混的结局，用浪漫主义的幌子表达自己在虚无幻灭前的无言以对束手就擒。
而他被称颂为过于纯洁的艺术家之死，在我眼中也不过是一个没有长大成人的孩子暴虎冯河而已。",较差
Spring,2018-02-23,3.5星吧。逝者为大。导演的确是挺有才华的，屡屡感觉看到一些大师的影子；但对我来说，一直有点儿难以入戏，优点和不足都是比较显著了。如果是其他导演，我会想说，以后能做的更好。但是对于他，没有“以后”了。,推荐
影志,2018-11-16,“其他事让我感觉更差”、“人活着呀，是不会好的，会一直痛苦…以为换了个地方会好，好个屁啊，在新的地方会继续痛苦” 绝望孤独，电影拍的都还行，就是人物对白太戾气和负能量，生活中有，但不会喊出来…这是导演独特的地方，但也是他偏执的一面。“那边有个更好的地方，但你不能去，你去了，就解决不好这的问题”,推荐
